file	year	Borough	Condition of Building (Observation)	Condo/Coop Status	Condo/Coop Status Before Vacancy	Duration of Vacancy	Housing Unit Weight (5 implied decimal places)	Monthly Asking Rent Per Room Recode	Monthly asking rent	New Control Status Recode	Number of Bedrooms	Number of Rooms	Number of Units in Building	Program Status Input	Reason Unit Not Available for Rent or Sale	Sequence Number (Household)	Status Prior to Vacancy	Status of Vacant Unit	Sub-borough Area	Type of schedule	Vacant Unit Respondent
lng11_vac11_web.dat	2011	Queens	Sound	No	No	2 to 3 months	018992181	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	2 bedrooms	5 rooms	2 units without business	Not applicable	Held for occasional use, seasonal or recreational use	401756	Renter occupied	Not available for rent or sale	05	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	No	No	6 to 12 months	019941745	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	3 bedrooms	6 rooms	1 unit without business	Not applicable	Held for occasional use, seasonal or recreational use	957603	Owner occupied	Not available for rent or sale	06	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	Yes, a cooperative	Yes, a cooperative	3 to 6 months	019698055	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	2 bedrooms	5 rooms	100 units or more	Not applicable	Sold, not yet occupied	668875	Owner occupied	Not available for rent or sale	06	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Not Reported	Yes, a condominium	Yes, a condominium	2 to 3 months	019698055	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	2 bedrooms	4 rooms	100 units or more	J-51	Held for occasional use, seasonal or recreational use	371635	Owner occupied	Not available for rent or sale	06	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	Yes, a cooperative	Yes, a cooperative	6 to 12 months	017891769	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	1 bedrooms	3 rooms	100 units or more	J-51	Held for occasional use, seasonal or recreational use	896340	Owner occupied	Not available for rent or sale	06	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	Yes, a cooperative	Yes, a cooperative	2 to 3 months	019698055	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	2 bedrooms	5 rooms	100 units or more	J-51	Held for occasional use, seasonal or recreational use	508645	Owner occupied	Not available for rent or sale	06	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	Yes, a cooperative	Yes, a cooperative	Less than 1 month	019698055	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Vacant for sale-private coop	1 bedrooms	4 rooms	100 units or more	J-51	Not applicable (available for rent or available for sale only)	166748	Owner occupied	Available for sale only	06	For sale	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	Yes, a cooperative	Don't know	1 to 2 months	020242414	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	1 bedrooms	3 rooms	1 unit without business	J-51	There is a legal dispute involving the unit	350197	Don't know	Not available for rent or sale	06	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	Yes, a cooperative	Yes, a cooperative	1 year or more	013926054	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	2 bedrooms	4 rooms	100 units or more	J-51	There is a legal dispute involving the unit	219902	Owner occupied	Not available for rent or sale	06	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	Yes, a cooperative	Yes, a cooperative	2 to 3 months	018745991	0600	01200	Other rental	1 bedrooms	2 rooms	50 to 99 units	J-51	Not applicable (available for rent or available for sale only)	392413	Don't know	Available for rent	06	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	Yes, a cooperative	Yes, a cooperative	1 to 2 months	019941745	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	3 bedrooms	5 rooms	50 to 99 units	J-51	Sold, not yet occupied	737116	Owner occupied	Not available for rent or sale	06	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	Yes, a cooperative	Yes, a cooperative	6 to 12 months	013926054	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Vacant for sale-private coop	1 bedrooms	3 rooms	20 to 49 units	J-51	Not applicable (available for rent or available for sale only)	168669	Owner occupied	Available for sale only	06	For sale	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	Yes, a cooperative	Yes, a cooperative	1 to 2 months	019698055	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	2 bedrooms	4 rooms	20 to 49 units	J-51	Sold, not yet occupied	414306	Owner occupied	Not available for rent or sale	06	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	Yes, a cooperative	Yes, a cooperative	Less than 1 month	021095751	0331	01325	Other rental	2 bedrooms	4 rooms	20 to 49 units	J-51	Not applicable (available for rent or available for sale only)	721819	Renter occupied	Available for rent	06	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	Yes, a cooperative	Yes, a cooperative	Less than 1 month	019505375	0450	01800	Other rental	2 bedrooms	4 rooms	50 to 99 units	J-51	Not applicable (available for rent or available for sale only)	185055	Renter occupied	Available for rent	06	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	Yes, a cooperative	Yes, a cooperative	Less than 1 month	017891769	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	2 bedrooms	4 rooms	100 units or more	Not applicable	Unit or building is awaiting renovation	018724	Don't know	Not available for rent or sale	06	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	Yes, a cooperative	Yes, a cooperative	Less than 1 month	019139287	0475	01900	Other rental	2 bedrooms	4 rooms	100 units or more	J-51	Not applicable (available for rent or available for sale only)	019845	Renter occupied	Available for rent	06	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	No	No	3 to 6 months	017891769	0466	01400	Stabilized post 1947	1 bedrooms	3 rooms	100 units or more	Not applicable	Not applicable (available for rent or available for sale only)	111816	Renter occupied	Available for rent	06	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	No	No	2 to 3 months	017891769	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	2 bedrooms	4 rooms	20 to 49 units	Not applicable	Held for occasional use, seasonal or recreational use	155264	Owner occupied	Not available for rent or sale	06	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	No	No	Less than 1 month	017891769	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	No bedroom	2 rooms	50 to 99 units	Not applicable	Rented, not yet occupied	125524	Renter occupied	Not available for rent or sale	06	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	Yes, a cooperative	Yes, a cooperative	1 year or more	021095751	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	1 bedrooms	3 rooms	100 units or more	J-51	Held for other reasons	992373	Owner occupied	Not available for rent or sale	06	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	Yes, a condominium	Yes, a condominium	2 to 3 months	015828890	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Vacant for sale-condo	1 bedrooms	3 rooms	50 to 99 units	J-51	Not applicable (available for rent or available for sale only)	096537	Owner occupied	Available for sale only	06	For sale	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	No	No	1 to 2 months	017891769	0875	01750	Stabilized post 1947	1 bedrooms	2 rooms	100 units or more	Not applicable	Not applicable (available for rent or available for sale only)	300883	Renter occupied	Available for rent	06	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	No	No	1 to 2 months	023293608	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Vacant for sale-conventional	4 bedrooms	7 rooms	1 unit without business	Not applicable	Not applicable (available for rent or available for sale only)	357418	Owner occupied	Available for sale only	07	For sale	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	Yes, a cooperative	Yes, a cooperative	1 year or more	013926054	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Vacant for sale-private coop	3 bedrooms	5 rooms	2 units without business	J-51	Not applicable (available for rent or available for sale only)	950885	Owner occupied	Available for sale only	07	For sale	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	Yes, a cooperative	Not reported	Not reported	020900568	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	2 bedrooms	4 rooms	50 to 99 units	J-51	Held for occasional use, seasonal or recreational use	957200	Not reported	Not available for rent or sale	07	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	Yes, a cooperative	Yes, a cooperative	1 year or more	023293608	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	1 bedrooms	3 rooms	20 to 49 units	J-51	The owner cannot rent or sell at this time due to personal problems (e.g. age or illness	600857	Owner occupied	Not available for rent or sale	07	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Queens	Sound	Yes, a cooperative	Yes, a cooperative	3 to 6 months	018011671	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	1 bedrooms	3 rooms	20 to 49 units	J-51	The owner cannot rent or sell at this time due to personal problems (e.g. age or illness	424214	Owner occupied	Not available for rent or sale	07	Not available	Rental office/agent
